SAMPLE,POPULATION,ALPHA,GROUP,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
NA20314,AFR,0.2,1000GP,-0.0156313,0.00272681,0.0216273,-0.0367111,-0.00114153,-0.0114865,0.00611317,-0.0121879,0.0507448,-0.0430005
NA20317,AFR,0.2,1000GP,0.0165238,0.0200517,-0.000812666,-0.0199954,0.0129401,0.00538263,-0.0063962,0.00792835,-0.0274819,-0.0343516
NA20318,AFR,0.2,1000GP,0.0125675,0.00749765,0.005414,-0.0166302,0.00313398,0.00659527,0.0122755,0.0290043,-0.00978005,0.0100788
NA20320,AFR,0.2,1000GP,0.0290022,0.000543089,0.0117001,-0.00406109,-0.00696801,-0.0138935,-0.00778408,0.0255413,-0.00486937,0.0126349
NA20321,AFR,0.2,1000GP,0.0268164,0.00208483,0.00219514,0.00775649,0.00528017,-0.0121431,-0.0177726,-0.0122018,-0.00798251,-0.0199382
NA20332,AFR,0.2,1000GP,0.0234989,0.00119533,0.00249874,0.00609074,0.0266217,-0.0175829,-0.0176337,-0.0146294,0.0174213,0.00849325
NA20334,AFR,0.2,1000GP,0.012173,0.011236,0.0068114,0.00936193,0.018676,0.0303457,-0.00546532,-0.0150568,0.0129943,0.00835726
NA20339,AFR,0.2,1000GP,0.0242406,0.00313489,0.00214116,0.00763028,-0.0053961,0.0114516,0.0411573,-0.0143226,0.0161223,-0.00700542
NA20340,AFR,0.2,1000GP,0.026204,0.00319235,0.00303765,-0.0034025,0.00757019,-0.0126177,-0.0194501,0.0297751,0.00194297,0.0422075
NA20342,AFR,0.2,1000GP,0.0155757,0.0138601,-0.00100591,0.0145787,-0.00212073,-0.0165898,-0.00513611,-0.0171424,0.0265661,0.0322364
NA20346,AFR,0.2,1000GP,0.0270998,0.00768767,-0.00258195,0.00838308,-0.0143192,-0.00384677,-0.0360017,-0.00228146,-0.00544568,0.0170797
NA20348,AFR,0.2,1000GP,0.0281186,0.000870709,0.0185862,0.0102748,0.0151706,0.0147568,-0.0180513,-0.00139998,-0.0109256,0.03192
NA20351,AFR,0.2,1000GP,0.0126458,0.00577759,-0.0089181,0.0295064,-0.00688559,-0.029396,-0.0137909,-0.0146301,-0.026622,0.0100653
NA20355,AFR,0.2,1000GP,0.0222885,0.00867287,0.0068412,0.00634563,0.0278824,0.00557693,-0.0100388,0.0107916,-0.023127,-0.0105837
NA20356,AFR,0.2,1000GP,0.029052,0.00231717,0.000508261,0.00411122,-0.0250216,-0.0272738,-0.0160348,-0.0275815,-0.00560748,0.0124263
NA20357,AFR,0.2,1000GP,0.0263823,0.00732111,-0.0159159,-0.00465801,0.0105512,-0.0242847,-0.000863251,0.00414372,-0.00229665,0.0469105
NA20359,AFR,0.2,1000GP,0.0257618,0.00774743,0.00668812,0.00578403,-0.0195339,0.0195369,0.00511925,0.00352789,0.011321,0.0218364
NA20362,AFR,0.2,1000GP,0.0198985,0.00758806,0.0111628,0.000141309,0.0167579,-0.00970592,0.0156392,0.021399,0.0121492,0.0232913
NA20412,AFR,0.2,1000GP,0.0235238,0.0066822,0.0103432,-0.000583166,0.00545603,0.00501446,-0.0049013,0.00190415,-0.01306,-0.00658909
NA20502,EUR,0.2,1000GP,-0.0169929,0.0255764,0.0206072,0.0202954,0.0249656,-0.0125147,-0.0117162,0.0490992,-0.0221617,-0.023746
NA20503,EUR,0.2,1000GP,-0.0178235,0.0250542,0.00697095,0.023227,-0.00967552,0.0315137,-0.0213357,0.00296316,0.00972924,-0.0120614
NA20504,EUR,0.2,1000GP,-0.00471794,0.0155595,0.00483648,0.0131414,-0.00450756,0.00777598,0.0126455,0.00931336,-0.0218642,-0.0106355
NA20505,EUR,0.2,1000GP,-0.0136055,0.0269064,0.00553437,0.0259189,-0.0117067,0.027102,0.000233347,0.00885571,-0.00328391,0.0331081
NA20506,EUR,0.2,1000GP,-0.00895667,0.0201568,0.00767285,0.0189866,-0.00319004,0.0128511,0.0140141,0.0354047,-0.00376692,0.00332272
NA20507,EUR,0.2,1000GP,-0.0151144,0.0243768,0.0145517,0.0113916,-0.0173026,-0.00271055,-0.00206239,0.0019128,-0.00741282,-0.00695505
NA20508,EUR,0.2,1000GP,-0.012279,0.0267986,0.015868,0.00238529,0.00632568,0.0341813,-0.0309801,-0.0305637,-0.00388544,-0.0501833
NA20509,EUR,0.2,1000GP,-0.0096662,0.0199391,0.00372722,0.0225335,-0.0209683,0.0266891,0.00231967,0.0140342,-0.00211414,-0.0226911
NA20510,EUR,0.2,1000GP,-0.0122348,0.0226834,0.0158113,0.00931102,0.00260299,0.0211482,-0.00357867,-0.00130335,0.0059596,0.0164139
NA20511,EUR,0.2,1000GP,-0.0155356,0.0213729,0.00179577,0.00869642,0.00135341,0.00573584,-0.0369264,-0.0280692,0.0252472,-0.0101039
NA20512,EUR,0.2,1000GP,-0.0178583,0.0174998,-0.00111512,0.0217036,0.00246168,0.0375716,-0.00929953,-0.00622007,0.000731006,0.0451645
NA20513,EUR,0.2,1000GP,-0.015656,0.0194208,0.00575168,0.0173867,0.0100747,0.00279635,0.0188044,0.0235437,0.0129687,-0.00348351
NA20514,EUR,0.2,1000GP,-0.00999597,0.0251526,-0.000136871,0.0201373,0.00249774,-0.00780214,-0.0301827,0.0230138,0.00299702,-0.0358527
NA20515,EUR,0.2,1000GP,-0.0142436,0.0172242,0.00226422,-0.0057239,-0.0159872,0.0228193,0.0229109,-0.0302128,0.0227307,-0.0175059
NA20516,EUR,0.2,1000GP,-0.0106306,0.0158703,0.00100475,0.0201237,-0.00787638,0.00562317,0.00377698,0.00236167,0.0249842,0.00740972
NA20517,EUR,0.2,1000GP,-0.0149661,0.0278951,0.00114837,0.0273549,-0.00851374,0.0236191,0.0194135,-0.00821445,0.0214639,0.00595911
NA20518,EUR,0.2,1000GP,-0.0112792,0.0313705,0.00701018,0.0114592,0.00680003,-0.00465376,0.0119311,0.0125573,-0.0210892,0.0102053
NA20519,EUR,0.2,1000GP,-0.0155847,0.0293785,0.00491241,0.00618892,0.00102582,0.0046749,-0.0077456,-0.0020663,0.0214974,0.00327344
NA20520,EUR,0.2,1000GP,-0.0183967,0.0245542,0.0079563,0.0132176,0.00268441,0.0157288,0.0304595,-0.0175493,-0.0424607,0.00644668
NA20521,EUR,0.2,1000GP,-0.018451,0.0245266,0.00239165,0.00612681,0.0143135,0.0250308,0.00307508,-0.0138694,0.00962889,0.00135818
NA20522,EUR,0.2,1000GP,-0.0155089,0.0170809,0.0134174,0.023544,-0.0244534,0.0357914,0.018021,-0.00348641,0.0198631,-0.0214545
NA20524,EUR,0.2,1000GP,-0.0126508,0.0106291,0.0172775,0.0167111,-0.017738,0.0466439,0.00348882,-0.0572606,0.011911,0.00331567
NA20525,EUR,0.2,1000GP,-0.0156296,0.0338684,0.0065096,0.0217167,-0.00838707,0.0158459,0.00868885,-0.0227777,-0.0401689,0.0199006
NA20527,EUR,0.2,1000GP,-0.0170123,0.0221084,0.00831905,0.0234169,-0.00537192,0.00776276,-0.029479,-0.018988,-0.0132959,-0.0116515
NA20528,EUR,0.2,1000GP,-0.00500163,0.0372715,0.0183225,0.0336183,-0.00777799,0.00491656,0.0102337,-0.0295781,0.0424227,0.0136307
NA20529,EUR,0.2,1000GP,-0.0117226,0.0279956,0.0265661,0.0154492,0.0200842,0.0256677,0.0240757,-0.0300151,-0.00614263,0.0249309
NA20530,EUR,0.2,1000GP,-0.0109048,0.0199506,0.00346986,0.0159314,0.00172774,0.0338783,-0.0119997,-0.00148987,0.00380315,0.0255352
NA20531,EUR,0.2,1000GP,-0.0153065,0.0238704,0.0144391,0.0245973,0.0139935,0.0385179,0.0352927,-0.00876174,0.0100501,0.0305491
NA20532,EUR,0.2,1000GP,-0.0117325,0.0200563,0.00123405,0.00679219,-0.0114833,0.0192291,-0.0250444,-0.0492803,-0.00808798,0.0109306
NA20533,EUR,0.2,1000GP,-0.0137586,0.0191927,-0.0123779,0.0161284,-0.00466425,0.0364043,0.00357289,0.0133045,0.0151073,-0.00182925
NA20534,EUR,0.2,1000GP,-0.0154737,0.0222862,0.00369987,0.0242188,0.0287045,-0.0114726,0.0508527,0.00939943,0.0284488,0.0134185
NA20535,EUR,0.2,1000GP,-0.0110166,0.0218635,0.00435212,0.0125114,-0.00213959,-0.00102245,-0.00805347,-0.00509539,-0.00906631,0.00326243
NA20536,EUR,0.2,1000GP,-0.0116664,0.0183423,0.00639012,0.0105784,0.00548866,-0.00694462,-0.00883765,-0.0119274,-0.0158133,0.000988065
NA20538,EUR,0.2,1000GP,-0.0164664,0.0152354,0.00317387,0.0162003,-0.00613913,0.0220296,0.0103737,-0.0115713,-0.0414755,-0.00418013
NA20539,EUR,0.2,1000GP,-0.0129689,0.0246331,-0.00418447,0.0115352,0.00622054,0.0195419,0.0223181,-0.0230897,-0.0107097,0.0314235
NA20540,EUR,0.2,1000GP,-0.0145806,0.0267036,0.00637294,0.00677146,-0.00818313,0.0146311,-0.00849634,0.0131231,-0.0294125,0.037001
NA20541,EUR,0.2,1000GP,-0.0104502,0.0137008,0.0246072,0.0233995,0.00919346,-0.00308652,-0.0334503,0.0262193,0.0137931,-0.052464
NA20542,EUR,0.2,1000GP,-0.0109685,0.031462,0.00156496,0.0217368,-0.00898908,0.0219439,0.00492409,0.0227196,-0.00704599,-0.0111438
NA20543,EUR,0.2,1000GP,-0.0126781,0.0317887,0.00145355,0.0228633,-0.0153592,0.000747865,0.0323689,-0.00721972,-0.00848107,0.0296391
NA20544,EUR,0.2,1000GP,-0.013857,0.020534,0.0134025,0.0171109,0.00496458,0.0125661,0.0141822,-0.0123372,-0.00760462,-0.00053508
NA20581,EUR,0.2,1000GP,-0.0174884,0.0200707,-0.00831301,0.0321504,0.00677173,0.000499274,-0.0167368,-0.00184902,0.0157073,-0.00350928
NA20582,EUR,0.2,1000GP,-0.0146209,0.0174936,0.00409073,0.0235789,0.0280772,0.00297342,0.0105616,0.0189742,-0.0318068,-0.011737
NA20585,EUR,0.2,1000GP,-0.017597,0.0192571,-0.00221959,0.0174965,-0.0103985,0.0267015,0.0217572,-0.0323234,0.000173829,-0.0104196
NA20586,EUR,0.2,1000GP,-0.017628,0.024729,0.00485694,0.0110647,0.00232381,0.0365379,0.001983,0.00325796,0.00890073,-0.0291293
NA20587,EUR,0.2,1000GP,-0.0126385,0.0288372,0.0231819,0.0228298,-0.00550655,0.0329689,0.0372117,0.0304152,0.000166546,-0.0159157
NA20588,EUR,0.2,1000GP,-0.0160817,0.0225615,0.0192706,0.0113253,-0.0205558,0.0172478,-0.00150468,-0.0382166,0.0246676,0.0141977
NA20589,EUR,0.2,1000GP,-0.00944775,0.0272942,-0.00296207,0.010785,0.000676544,0.0451311,0.00962524,0.0242884,-0.00574856,0.0083693
NA20752,EUR,0.2,1000GP,-0.0112499,0.0315159,0.0202232,0.014595,-0.00762475,0.0149421,-0.0145213,0.0149988,-0.0237488,0.018536
NA20753,EUR,0.2,1000GP,-0.017795,0.0262578,0.0112064,0.0100227,-0.0153909,0.00146664,-0.0225113,-0.00955366,-0.0185899,-0.0151429
NA20754,EUR,0.2,1000GP,-0.0170129,0.0225645,0.00689294,0.010383,0.0287161,-0.00813459,0.00221886,-0.0320409,-0.0122645,-0.00802766
NA20755,EUR,0.2,1000GP,-0.0146883,0.027035,0.0128786,0.000860635,0.0022229,0.0133271,-0.0260592,0.000382613,0.00920675,-0.0357884
NA20756,EUR,0.2,1000GP,-0.0166842,0.024828,0.01808,0.00747971,0.0176234,0.0450026,0.0118027,-0.011097,-0.0111322,-0.01921
NA20757,EUR,0.2,1000GP,-0.0152158,0.0236823,-0.00705627,0.00962647,-0.0343864,0.0325056,-0.0231201,-0.0263448,-0.0374745,0.00264366
NA20758,EUR,0.2,1000GP,-0.0123355,0.0224556,-0.00485499,0.00968909,0.0458393,0.00596624,0.0418954,0.00866761,0.0086898,0.0036449
NA20759,EUR,0.2,1000GP,-0.0108041,0.0270172,0.00797745,0.0113324,-0.00382906,0.0447285,-0.00403271,-0.0277523,-0.00825482,-0.0144344
NA20760,EUR,0.2,1000GP,-0.0152692,0.0275555,0.0162825,0.0166444,0.00266593,0.0200046,0.0235121,0.00658491,-0.024495,0.00431608
NA20761,EUR,0.2,1000GP,-0.00857618,0.0209305,0.0239286,0.0286421,0.0122679,0.0233959,-0.00479988,-0.00172822,0.011895,-0.0156932
NA20762,EUR,0.2,1000GP,-0.00982628,0.0203029,0.0132352,0.0211211,-0.011359,0.00830204,-0.0100678,-0.0180077,0.0229858,0.029502
NA20763,EUR,0.2,1000GP,-0.0197652,0.02373,-0.000115408,0.0190965,-0.00079961,-0.00758761,0.0231189,0.00412464,0.00432653,-0.010103
NA20764,EUR,0.2,1000GP,-0.0114657,0.0201227,0.0193334,0.0289539,-0.0145554,0.0254293,-0.0137734,0.00251599,0.0146488,-0.00737681
NA20765,EUR,0.2,1000GP,-0.0074882,0.0328627,0.00482206,-0.00173613,0.00435189,0.0562391,-0.0326796,0.0209947,-0.0283455,0.0208146
NA20766,EUR,0.2,1000GP,-0.00749156,0.0256748,1.04E-05,0.00885226,-0.012702,0.0108671,-0.00664081,0.00308583,-0.0102801,0.0278682
NA20767,EUR,0.2,1000GP,-0.00688256,0.0147015,0.014052,0.0209653,0.0209427,0.0144196,0.00274106,0.0128739,0.0190831,0.0148254
NA20768,EUR,0.2,1000GP,-0.0107695,0.0287487,0.0164652,0.00863623,-0.0090914,0.0184948,0.0220758,-0.0215225,-0.00187579,-0.0289061
NA20769,EUR,0.2,1000GP,-0.00696295,0.0272936,0.00574351,0.022865,-0.00617623,0.0330225,0.0285044,0.000209699,0.00814732,-0.00675155
NA20770,EUR,0.2,1000GP,-0.0102143,0.0180578,0.00184076,0.00592638,-0.0249136,-0.00499536,0.0213303,0.0318014,-0.016485,0.00899916
NA20771,EUR,0.2,1000GP,-0.0198008,0.0395084,0.00967626,0.011384,-0.0164518,-0.0128945,0.026965,-0.0194117,0.0385006,-0.0102303
NA20772,EUR,0.2,1000GP,-0.0167534,0.0183636,0.00343006,0.0335958,-0.0146992,0.0444055,-0.0113252,-0.0157381,-0.00669544,0.00577848
NA20773,EUR,0.2,1000GP,-0.0159034,0.0232264,0.0134422,0.021395,0.00542955,0.0320647,-0.0463256,-0.00599759,-0.00109585,-0.000147519
NA20774,EUR,0.2,1000GP,-0.0132046,0.0233674,0.00264997,0.0156812,-0.00783351,0.0325461,-0.0139888,0.0174593,0.00721388,-0.0345933
NA20775,EUR,0.2,1000GP,-0.0188022,0.0255067,0.0208006,0.0243576,0.0146604,0.0355734,0.0198805,0.00880129,0.00262572,0.00365807
NA20778,EUR,0.2,1000GP,-0.00997442,0.0218654,0.00271628,0.0197524,-0.0207437,0.0544904,0.0161531,-0.00735428,0.00110597,0.0142445
NA20783,EUR,0.2,1000GP,-0.0146338,0.0209725,0.00657641,0.0183483,-0.0169359,0.0491971,0.0369261,-0.0163685,-0.00618024,-0.000983585
NA20785,EUR,0.2,1000GP,-0.0139821,0.023433,0.0215888,0.00300347,-0.00146443,0.0438233,0.000996878,0.013704,-0.0229548,0.0414985
NA20786,EUR,0.2,1000GP,-0.0146271,0.0256207,0.0150233,0.0138446,0.0202627,0.0082053,-0.0110456,-0.0309845,-0.0352471,-0.00503545
NA20787,EUR,0.2,1000GP,-0.0183186,0.00983288,0.00589856,-0.00033382,-0.0153407,0.0235011,-0.0119006,-0.0199687,-0.00614079,0.00830772
NA20790,EUR,0.2,1000GP,-0.00496899,0.0254583,0.0169861,0.0245644,-0.025705,0.0253248,-0.0176788,0.0110817,-0.0117477,-0.00496275
NA20792,EUR,0.2,1000GP,-0.012552,0.00764306,-0.00594462,0.0217733,-0.0134202,-0.028579,0.0116697,-0.00881505,-0.0125855,-0.0303637
NA20795,EUR,0.2,1000GP,-0.016467,0.0255811,0.00426941,0.0233031,-0.0166364,0.0424365,0.0229037,-0.006462,-0.0207122,-0.00536566
NA20796,EUR,0.2,1000GP,-0.00495562,0.0238848,0.00817041,-0.00217952,-0.00530557,0.01485,-0.0268405,0.00547409,-0.0215559,0.011589
NA20797,EUR,0.2,1000GP,-0.0138307,0.0325643,0.0161436,0.0290069,-0.0042957,0.0576785,-0.0378503,0.010844,-0.00488094,-0.0221323
NA20798,EUR,0.2,1000GP,-0.0113083,0.0275936,0.00879971,0.0158607,0.000310142,0.0293987,0.00244608,-0.0198909,-0.0109329,-0.00329853
NA20799,EUR,0.2,1000GP,-0.0162896,0.0281401,0.0176729,0.0209096,-0.000471254,0.0149074,0.0177942,0.0127082,0.0272801,-0.0181279
NA20800,EUR,0.2,1000GP,-0.0172343,0.0212312,0.00902721,0.0197042,0.00272109,0.00754175,-0.0353997,-0.0126854,-0.042531,-0.00489699
NA20801,EUR,0.2,1000GP,-0.0111401,0.0305739,0.0146002,0.0273551,-0.00969245,0.030204,0.00637403,0.0209285,0.0224651,0.00283851
NA20802,EUR,0.2,1000GP,-0.014763,0.0258947,0.0116405,0.00902325,-0.0148245,0.0128377,0.0183692,-0.0165919,0.0181372,-0.0297091
NA20803,EUR,0.2,1000GP,-0.0135241,0.023175,0.0119786,0.011217,0.00962949,0.0289511,0.00709984,-0.0189786,-0.00396779,-0.0154359
NA20804,EUR,0.2,1000GP,-0.0129459,0.0274801,-0.00271316,0.0122856,-0.00905752,0.027912,-0.00426155,0.0101738,0.00773887,-0.0429941
NA20805,EUR,0.2,1000GP,-0.0124172,0.0280262,0.00764736,0.00969554,0.0212757,0.0173902,0.0133451,-0.0168416,-0.015121,-0.0043859
NA20806,EUR,0.2,1000GP,-0.0151473,0.0121162,0.019911,0.0134228,-0.0147229,0.025035,-0.00509753,-0.00113022,-0.0179704,0.0143219
NA20807,EUR,0.2,1000GP,-0.013215,0.0155023,0.00454532,0.0298672,-0.0102896,-0.00235326,0.00569075,0.0312513,0.0126956,-0.00608761
NA20808,EUR,0.2,1000GP,-0.0140414,0.0270931,-0.00732728,0.00927535,-0.0113674,0.0218573,-0.00637979,-0.0311651,-0.00371604,-0.00726722
NA20809,EUR,0.2,1000GP,-0.0134967,0.0188893,0.00143429,0.0248284,-0.00593225,0.0462055,0.01399,0.0368247,-0.00636405,0.0440915
NA20810,EUR,0.2,1000GP,-0.0227138,0.0224725,-0.00438254,-0.00653523,-0.00676578,0.0426864,-0.0339952,0.00813532,-0.0167837,-0.00450458
NA20811,EUR,0.2,1000GP,-0.0125528,0.0188158,0.0176829,0.0369767,-0.0238668,0.0269477,-0.0246388,-0.00547384,-0.0187826,-0.0323785
NA20812,EUR,0.2,1000GP,-0.0149021,0.0138793,0.014503,0.0264752,-0.0181984,0.0269728,-0.0156634,-0.00416967,-0.0437087,-0.0297324
NA20813,EUR,0.2,1000GP,-0.0152463,0.0252059,0.0100762,0.0306931,0.013463,0.0163702,0.0132578,-0.0100871,0.0258032,-0.00895575
NA20814,EUR,0.2,1000GP,-0.0164135,0.0190169,0.00990644,0.0287217,-0.00280216,0.0143549,-0.00281803,0.00396014,0.00327877,-0.0269043
NA20815,EUR,0.2,1000GP,-0.0129123,0.0261757,0.0121911,0.0263489,-0.0088461,0.0158132,-0.00439552,-0.0053373,0.00233913,0.0419918
NA20818,EUR,0.2,1000GP,-0.0177185,0.0266856,0.0316083,0.0252723,-0.0191386,0.0387503,-0.00625143,-0.00571623,-0.0315781,0.010452
NA20819,EUR,0.2,1000GP,-0.0153903,0.027238,0.00128179,0.0316784,-0.00771408,-0.0334503,-0.00568348,-0.0366124,-0.00419378,-0.0197738
NA20821,EUR,0.2,1000GP,-0.0137413,0.0221954,0.0137847,0.014066,-0.00892949,0.00682384,0.0288043,0.0289004,0.00195189,-0.00322822
NA20822,EUR,0.2,1000GP,-0.0139241,0.0242315,0.0105317,0.0320091,0.0122027,0.0172301,0.0215072,-0.0306572,0.0264011,0.0127189
NA20826,EUR,0.2,1000GP,-0.0190849,0.0341651,0.00589206,-4.23E-05,0.0153835,0.0606171,0.00714871,-0.0134013,0.0159141,-0.000742949
NA20827,EUR,0.2,1000GP,-0.0152271,0.0192762,0.0103443,0.0191258,0.0321862,-0.00113849,-0.0126068,-0.000588996,-0.0165743,-0.00578671
NA20828,EUR,0.2,1000GP,-0.00928922,0.0295663,0.00499599,0.0115049,0.014489,-0.00499613,-0.0326825,-0.0213912,-0.0126495,0.0168329
NA20832,EUR,0.2,1000GP,-0.0145245,0.0225403,0.00559641,0.0270448,-0.00780714,0.0278843,-0.00435616,-0.0264292,0.0126166,-0.00244161
NA20845,SAS,0.2,1000GP,-0.00505663,0.00138704,-0.0251372,-0.0185252,-0.0113385,0.0316928,0.011916,-0.0173153,0.0014571,0.0219174
NA20846,SAS,0.2,1000GP,-0.0133874,0.0109915,-0.0183838,-0.0113374,0.0294589,0.0241808,-0.00607945,-0.0133149,-0.00777206,0.0564292
NA20847,SAS,0.2,1000GP,-0.0153604,0.0149614,-0.0383263,-0.0164686,-0.0230321,-0.00306724,0.00133969,-0.00392577,-0.000362452,0.0216126
NA20849,SAS,0.2,1000GP,-0.0116189,0.005856,-0.032322,-0.00111963,0.00637893,0.00530218,0.0143385,0.0289294,-0.0122062,-0.019275
NA20850,SAS,0.2,1000GP,-0.0139539,0.0201439,-0.0259955,0.0062789,-0.0230871,-0.0261553,0.0395522,-0.0016735,0.00403507,-0.00910944
NA20851,SAS,0.2,1000GP,-0.0128956,0.00451473,-0.0369669,-0.0107874,-0.0158398,-0.0340786,0.0156136,0.00098941,-0.0302589,-0.00424178
NA20852,SAS,0.2,1000GP,-0.0127432,0.00516488,-0.0426174,-0.015847,-0.00773949,-0.0387687,-0.0023966,0.0102414,-0.0206631,0.0335937
NA20853,SAS,0.2,1000GP,-0.012586,0.00669575,-0.0558461,-0.0202006,0.00682444,0.00797851,0.0211293,-0.00419871,-0.0119954,0.0374491
NA20854,SAS,0.2,1000GP,-0.0102527,0.00305817,-0.0206799,-0.017313,-0.0036183,-0.0140407,0.0196646,0.0353347,0.0290031,-0.000142768
NA20856,SAS,0.2,1000GP,-0.0120132,0.00722965,-0.0352141,-0.00836395,-0.0129277,-0.0225857,0.0359882,-0.0204254,0.0140613,-0.000571019
NA20858,SAS,0.2,1000GP,-0.0109942,0.0111866,-0.0213107,0.00238114,0.0276415,0.00865611,0.0322775,-0.0212557,-0.00812581,-0.00950242
NA20859,SAS,0.2,1000GP,-0.00943428,0.0157758,-0.0358781,-0.00206003,-0.0388668,-0.0102699,-0.00106585,-0.0247776,0.0398127,-0.0248061
NA20861,SAS,0.2,1000GP,-0.00348006,0.0098863,-0.0181169,-0.0195264,-0.03164,-0.0253838,-0.0557695,-0.00711952,0.0231692,-0.0200947
NA20862,SAS,0.2,1000GP,-0.0140069,0.00516547,-0.0302407,0.00392032,-0.00440299,-0.0209901,0.0238512,-0.0206047,-0.0455119,0.0123885
NA20863,SAS,0.2,1000GP,-0.0114181,0.00919376,-0.0282245,-0.0191313,0.00385483,0.0223965,-0.0452236,0.0197903,-0.0331058,0.0208201
NA20864,SAS,0.2,1000GP,-0.00406272,0.0140271,-0.0286256,-0.00668686,0.0198694,-0.0119529,0.0206713,0.0117641,-0.012824,0.0194706
NA20866,SAS,0.2,1000GP,-0.00950288,0.00992084,-0.0493379,-0.0147964,-0.00129312,0.00946236,0.0144037,-0.0200722,0.0101761,0.00194953
NA20867,SAS,0.2,1000GP,-0.0102576,0.00467805,-0.0453009,0.000745794,-0.0024924,-0.00887429,-0.00935332,0.0419937,-0.00622397,0.010194
NA20868,SAS,0.2,1000GP,-0.0171351,-0.000121056,-0.0381181,-0.0198267,0.0113882,0.0207408,-0.0354143,-0.0248804,0.034915,0.000459573
NA20869,SAS,0.2,1000GP,-0.00919657,0.00927902,-0.031,-0.0177612,0.00703275,0.000520088,0.0321741,-0.024053,0.032891,0.0120154
NA20870,SAS,0.2,1000GP,-0.0117179,0.0155444,-0.0253218,-0.00818738,-0.0138283,0.0175826,0.0233387,-0.0162833,-0.0268429,-0.00219923
NA20872,SAS,0.2,1000GP,-0.0112595,0.0141277,-0.0258685,0.00455639,0.0105379,-0.00915902,-0.00961443,0.0156663,0.0148137,0.00698976
NA20874,SAS,0.2,1000GP,-0.0129145,0.0110703,-0.0227844,-0.0064819,0.00390799,-0.00583233,-0.0257149,-0.0373915,0.0150739,0.0174222
NA20875,SAS,0.2,1000GP,-0.0154305,0.00649273,-0.0309646,0.00704772,-0.0181263,-0.0351536,0.00137645,-0.000612397,-0.00148789,-0.0113869
NA20876,SAS,0.2,1000GP,-0.00761442,0.00651595,-0.0274408,-0.00134762,0.00766432,0.00491228,-0.0141907,-0.0197929,0.0212127,0.0107935
NA20877,SAS,0.2,1000GP,-0.0106293,0.00559572,-0.0284289,-0.0106982,-0.010772,-9.32E-05,-0.00854755,-0.0152357,0.0104564,0.0189452
NA20878,SAS,0.2,1000GP,-0.0129466,0.0096266,-0.0357481,-0.0124639,-0.00505046,0.00971111,0.0223686,-0.0417234,-0.0176875,0.0105678
NA20881,SAS,0.2,1000GP,-0.0116688,0.00473291,-0.0170894,-0.00529652,0.00534741,0.0114569,-0.0061999,0.0269956,0.0188711,-0.0365711
NA20882,SAS,0.2,1000GP,-0.00816976,0.0141181,-0.0234724,-0.011037,0.0038397,0.00495187,-0.00184731,-0.0511032,0.0303344,0.0396682
NA20884,SAS,0.2,1000GP,-0.00683274,0.000284637,-0.0382461,-0.00322137,-0.00768863,-0.0477097,-0.0171991,0.00652925,0.00199806,0.00272147
NA20885,SAS,0.2,1000GP,-0.0111649,0.00352406,-0.0309824,-0.0107222,-0.0176342,-0.00345557,0.0122073,0.028911,0.0224027,-0.0292244
NA20886,SAS,0.2,1000GP,-0.00265442,0.0133846,-0.024693,0.00899605,-0.0131923,0.011293,-0.0183054,0.0431244,-0.0044129,0.0265692
NA20887,SAS,0.2,1000GP,-0.00969803,0.00868158,-0.0315618,-0.0102347,0.004077,0.0134817,0.00831071,0.00789464,0.00741894,0.0128544
NA20888,SAS,0.2,1000GP,-0.00968916,0.00638585,-0.0621164,-0.017192,0.00861851,0.0240765,-0.0411852,-0.0116703,0.00611063,-0.0215008
NA20889,SAS,0.2,1000GP,-0.00740275,0.0143135,-0.0417497,-0.00336376,-0.00493595,0.0087532,-0.0181814,-0.00745135,0.041614,0.00365265
NA20890,SAS,0.2,1000GP,-0.011994,0.00927136,-0.0283046,-0.00915677,-0.0206113,-0.00441537,0.00204639,-0.0368073,-0.0408995,0.00820969
NA20891,SAS,0.2,1000GP,-0.0156832,0.0142244,-0.0321738,0.0131901,0.028432,0.0218562,-0.0118129,-0.00537152,-0.00704163,-0.0132684
NA20892,SAS,0.2,1000GP,-0.00908016,0.00421986,-0.025976,-0.0057283,-0.0175135,0.00236265,-0.0164289,-0.0573349,0.0181431,-0.00991204
NA20894,SAS,0.2,1000GP,-0.00920176,0.00928094,-0.0315244,-0.00731265,-0.0309629,-0.0505015,0.0199681,0.0174887,0.00442684,0.000877247
NA20895,SAS,0.2,1000GP,-0.00665478,0.00658146,-0.038425,-0.00332044,-0.00784516,0.00989949,-0.00279612,0.0162332,-0.0186332,0.0015221
NA20896,SAS,0.2,1000GP,-0.00263855,-0.000733678,-0.0404164,-0.024283,-0.0288961,0.0163012,-0.0396508,-0.00669487,0.0161573,-0.00746432
NA20897,SAS,0.2,1000GP,-0.0122443,0.00904953,-0.0473102,-0.00797264,0.0112379,-3.90E-05,-0.0264733,-0.000563346,-0.00868369,0.0175774
NA20899,SAS,0.2,1000GP,-0.0110045,-0.000277344,-0.0391336,-0.0158679,-0.00260921,0.0102614,-0.00568814,-0.030657,-0.00652429,-0.00341562
NA20900,SAS,0.2,1000GP,-0.0143283,0.0145602,-0.023892,0.00473641,0.0193295,0.00796996,-0.00298868,-0.0165275,0.0205685,0.0087567
