SAMPLE,POPULATION,ALPHA,GROUP,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
NA19332,AFR,0.2,1000GP,0.030943,-0.0110215,-0.00267846,-0.00885046,0.00928741,0.00747616,-0.0190031,-0.0167831,-0.00721836,-0.0062543
NA19334,AFR,0.2,1000GP,0.0291959,0.00218671,0.00761078,-0.00631721,0.0161567,0.0417728,-0.0206341,-0.0177619,-0.0218963,0.00387959
NA19338,AFR,0.2,1000GP,0.0327357,-0.00437227,-0.00656205,-0.00498814,0.0183124,0.0171691,-0.00577293,0.0148407,-0.0299845,0.0373976
NA19346,AFR,0.2,1000GP,0.0291126,0.0116743,-0.00225817,0.00268042,0.0072633,-0.0022132,-0.0156335,-0.00709964,0.0264289,0.0242289
NA19347,AFR,0.2,1000GP,0.0330361,0.00752474,-0.00113795,-0.000188506,0.00226073,0.00565199,-0.0214484,0.0115962,-0.000803639,-0.000434668
NA19350,AFR,0.2,1000GP,0.0321373,0.00269428,-0.01219,0.00829002,0.00340427,0.00670929,-0.0570087,-0.00385217,0.0049125,0.00994044
NA19351,AFR,0.2,1000GP,0.0339173,-0.0019831,-0.00842858,0.00477841,0.00439064,0.00234767,0.00128565,-0.00972394,-0.0033181,0.00613786
NA19355,AFR,0.2,1000GP,0.0346049,-0.00161261,-0.00297825,-0.00825506,0.00853983,-0.00148345,0.0172443,-0.0186751,-0.00653373,-0.0168364
NA19360,AFR,0.2,1000GP,0.0368575,0.00409039,-0.00235809,0.00491312,-0.0181142,0.00446295,-0.0289609,-0.00252182,0.0211104,0.0156178
NA19372,AFR,0.2,1000GP,0.0327918,0.011547,0.000288604,-0.00691591,-0.00782,0.000936749,-0.0149792,-0.00961763,-0.0139641,-0.00491968
NA19374,AFR,0.2,1000GP,0.0335506,0.0048196,0.00177121,-0.00115831,-0.00419227,-0.000914424,-0.0454319,-0.00776504,-0.00512764,0.0484701
NA19375,AFR,0.2,1000GP,0.0346852,0.00847214,-0.00525457,-0.00377895,0.0170807,0.024157,-0.0111891,-0.0485594,-0.0217539,0.00426772
NA19376,AFR,0.2,1000GP,0.0338011,0.00286592,-0.0196171,-0.00505079,0.00377679,0.0680195,-0.043765,-0.046085,-0.0406619,0.00853022
NA19377,AFR,0.2,1000GP,0.0340788,0.00943945,-0.00145647,0.00799539,0.0131968,0.0193528,-0.0469095,0.00382591,0.00465472,-0.0160245
NA19378,AFR,0.2,1000GP,0.0345251,0.00177688,-0.0099005,-0.00393411,0.0265788,0.0108914,-0.0370945,0.00960059,-0.0423657,-0.0165673
NA19379,AFR,0.2,1000GP,0.0368972,0.00574351,-0.00987456,0.00539544,0.00428311,-0.0122334,-0.028916,0.00701177,0.00661602,-0.0230054
NA19380,AFR,0.2,1000GP,0.0368937,0.0026433,0.00400787,0.00886864,-0.0285538,0.0338676,-0.0266908,0.00337893,0.0274617,-0.0158891
NA19383,AFR,0.2,1000GP,0.0301519,0.000294138,0.0108383,-0.0164493,0.0136985,0.0448975,-0.0172971,-0.0078374,0.000984606,-0.0018555
NA19384,AFR,0.2,1000GP,0.0347656,0.0142652,0.00850356,-0.00734923,-0.0206582,0.00712634,0.00187983,-0.0274696,0.0136373,-0.00107084
NA19385,AFR,0.2,1000GP,0.0357154,0.00761672,0.0111895,-0.0061598,0.0043537,0.0163647,-0.0729867,-0.00236818,-0.0212036,-0.0152809
NA19390,AFR,0.2,1000GP,0.0378473,0.00586787,0.00119591,0.0019814,-0.0299428,-0.0109041,-0.0161065,-0.0217481,-0.00784053,-0.00769731
NA19391,AFR,0.2,1000GP,0.0326912,0.000799193,0.00453356,0.0173496,0.00434381,0.0415406,-0.0410503,-0.0464641,-0.0214831,0.0109509
NA19393,AFR,0.2,1000GP,0.036208,-0.00638387,0.00521847,0.000457961,0.00684927,-0.000799993,-0.0423632,-0.0333483,-0.0751452,-0.00206418
NA19394,AFR,0.2,1000GP,0.0318465,0.00448238,-0.000409993,-0.00536218,-0.0102491,0.00917104,0.0100385,0.0178629,-0.00111705,-0.0205412
NA19395,AFR,0.2,1000GP,0.0321258,0.00693965,0.0107772,-0.00391472,-0.010552,0.00522374,0.00110808,-0.00804793,-0.0204201,-0.0139888
NA19397,AFR,0.2,1000GP,0.0273243,0.00116328,-0.00377305,-0.00228995,0.00919051,-0.00552655,-0.0320245,-0.0321963,0.0194933,0.00913788
NA19399,AFR,0.2,1000GP,0.0319073,0.00353673,-0.00927948,0.00221952,-0.00368494,-0.0060588,-0.0132276,-0.0133097,-0.0403725,-0.0259384
NA19401,AFR,0.2,1000GP,0.0405633,0.00738984,-0.00834949,-0.00391675,-0.0170669,-0.00098399,-0.0246302,-0.0135945,-0.0378642,0.0202835
NA19403,AFR,0.2,1000GP,0.0335533,0.000880434,0.00013389,-0.020196,0.000575772,0.0487468,-0.00251417,0.00603274,-0.00200427,0.0279815
NA19404,AFR,0.2,1000GP,0.0311951,-8.39E-05,-0.00335221,-0.0089157,-0.00348111,-0.0232269,-0.0074437,-0.0231846,-0.00642602,-0.0249351
NA19428,AFR,0.2,1000GP,0.0273992,0.00503425,-0.00219846,0.0011508,-0.0152958,0.000163065,-0.0346051,0.00881366,-0.0157222,0.0348472
NA19429,AFR,0.2,1000GP,0.0361031,0.0036722,-0.0101194,-0.00235171,-0.0287286,0.0132522,-0.0138025,-0.0269609,-0.00519186,-0.0299746
NA19430,AFR,0.2,1000GP,0.034926,0.00124068,-0.0118156,-0.00319809,0.000721976,-0.0152682,-0.00979795,-0.0300627,0.0315596,0.0281713
NA19431,AFR,0.2,1000GP,0.0340574,0.00388143,-0.00665599,-0.0116719,-0.00493207,0.0226104,-0.0357164,-0.0391309,0.0276655,0.0219022
NA19434,AFR,0.2,1000GP,0.0322437,0.00484294,-0.0126012,-0.00796735,-0.00261695,0.0397163,0.00333115,-0.0333972,0.017426,0.00352705
NA19435,AFR,0.2,1000GP,0.0290693,0.0046049,0.00776685,-0.010071,-0.00945576,0.0172972,-0.00826362,-0.0151565,-0.00328738,-0.00811396
NA19436,AFR,0.2,1000GP,0.0339759,0.0164457,-0.0190597,-0.0135537,0.00462226,-0.00526428,-0.00296091,-0.0426062,-0.00708135,-0.0280135
NA19437,AFR,0.2,1000GP,0.0339463,0.00204754,-0.00331008,0.000909796,-0.0048408,-0.00144873,0.00398418,0.00861005,0.00905866,0.0020945
NA19438,AFR,0.2,1000GP,0.0367897,0.00425027,-0.00380525,-0.0184582,-0.0164423,-0.021346,-0.0122617,-0.0276843,0.00470364,-0.021273
NA19439,AFR,0.2,1000GP,0.032873,-0.00197014,-0.00162005,-0.00468912,-0.0127633,-0.00336217,-0.00644112,-0.0335537,-0.0151219,-0.030014
NA19440,AFR,0.2,1000GP,0.0346324,0.00875879,0.0124311,0.00390202,-0.00140608,-0.00378229,-0.0186317,-0.00349337,-0.00182852,-0.00660289
NA19443,AFR,0.2,1000GP,0.0344188,-0.00209861,-0.0051075,0.00947283,-0.0273134,0.029144,-0.00314991,-0.0258923,-0.0345216,0.00306192
NA19445,AFR,0.2,1000GP,0.0345617,0.0114361,-0.000132818,-0.000627518,0.0139497,-0.0394775,0.00200883,-0.00591511,-0.00286822,0.024849
NA19446,AFR,0.2,1000GP,0.0286766,0.00104643,-0.0143772,0.00523199,0.0227774,0.00879793,-0.0378364,-0.0105362,0.0254423,0.01548
NA19448,AFR,0.2,1000GP,0.0328597,0.00699832,0.00342704,0.00103497,0.00123802,0.00360516,-0.038223,-0.0506608,0.0150788,-0.0025068
NA19449,AFR,0.2,1000GP,0.0398858,0.00115457,0.00372364,-0.00253608,-0.00167112,-0.00652194,-0.013776,-0.016051,0.00252179,-0.0106153
NA19451,AFR,0.2,1000GP,0.0303198,0.0123899,0.00954182,-0.0166989,0.0136488,0.0184534,-0.0277897,-0.0143656,-0.0338621,0.006391
NA19452,AFR,0.2,1000GP,0.0321763,0.00466343,-0.000355485,-0.00800231,0.015463,0.0287618,-0.0432896,-0.0174804,-0.0247429,0.0213279
NA19454,AFR,0.2,1000GP,0.0339064,0.00598968,0.00207173,0.0164435,-0.0113254,-0.00678414,0.00631239,-0.00939243,0.00443008,0.000620573
NA19455,AFR,0.2,1000GP,0.0228802,0.00976262,0.00147946,-6.58E-05,-0.000917756,0.00202565,-0.00987292,-0.0352227,-0.0227975,0.00331551
NA19456,AFR,0.2,1000GP,0.0301024,-0.00358866,-0.00255863,-0.00141829,-0.00225248,-0.00613435,0.0153804,-0.030795,-0.0135906,-0.00495626
NA19457,AFR,0.2,1000GP,0.0309395,0.0107193,-0.00172743,-0.0180178,-0.00964491,0.0197535,-0.024608,0.00929842,0.0413458,0.000219825
NA19461,AFR,0.2,1000GP,0.0298826,-0.00131825,0.00581155,-0.00105252,-0.0262091,0.0421908,-0.0302054,-0.024627,-0.00689365,0.0090462
NA19462,AFR,0.2,1000GP,0.0284714,-0.00515779,-0.004147,0.0024123,0.012036,-0.021509,-0.0107811,0.000397891,-0.0391788,-0.0340984
NA19463,AFR,0.2,1000GP,0.0280276,0.00412726,0.00827774,0.00144543,0.0177963,0.0250411,0.0170049,-0.0359034,-0.0397287,-0.0468517
NA19466,AFR,0.2,1000GP,0.0378305,0.00489581,0.00702571,-0.0112456,-0.00883135,-0.0155596,0.0233534,-0.016239,-0.0474091,-0.0125851
NA19467,AFR,0.2,1000GP,0.0304443,0.0027498,-0.010081,-0.00724421,-0.0218882,-0.0107386,-0.0442662,-0.0034179,0.00881938,0.00563444
NA19468,AFR,0.2,1000GP,0.0311344,0.00460058,-0.00604705,0.00464513,-0.0070433,0.0106923,0.00824387,-0.00940607,-0.00997676,0.022508
NA19471,AFR,0.2,1000GP,0.0256695,0.00106325,-0.001694,-0.0102683,0.0122109,0.0154295,0.0104799,0.048907,-0.00998532,-0.00211746
NA19472,AFR,0.2,1000GP,0.0307269,0.00814527,-0.0133845,-0.0204959,-0.00869254,0.0226633,-0.0515496,-0.0190147,-0.0197221,0.000160839
NA19473,AFR,0.2,1000GP,0.0361781,2.58E-05,-0.00584129,0.007921,-0.00575533,-0.000824608,-0.0212751,0.00180339,0.0207647,-0.0162008
NA19474,AFR,0.2,1000GP,0.0299378,0.0103659,0.00776275,-0.00406814,0.0242146,0.0189639,-0.022251,-0.00563976,-0.03316,-0.00151007
NA19475,AFR,0.2,1000GP,0.038243,-0.00508727,-0.00258195,-0.00124856,0.0134247,0.0206094,-0.00742998,-0.0161155,-0.0427686,-0.0174763
NA19625,AFR,0.2,1000GP,0.0206021,0.00434886,0.00738373,-0.0203717,0.00164384,0.00719204,-0.0174583,-0.00229632,0.0599185,-0.0124985
NA19648,AMR,0.2,1000GP,-0.0130681,0.0228104,-0.00600403,0.00349303,-0.0147662,-0.00782316,0.00328755,0.00335961,-0.0130034,-0.00880533
NA19649,AMR,0.2,1000GP,-0.0160541,0.00668526,-0.010816,-0.000131038,0.00444511,0.0126528,-0.00309958,0.00173154,0.0275134,-0.00491624
NA19651,AMR,0.2,1000GP,-0.0162943,0.00778465,0.0155592,-0.0190859,0.00587272,0.0290532,-0.00631103,-0.00722913,-0.0110931,0.00054003
NA19652,AMR,0.2,1000GP,-0.0202584,0.00721708,0.0182184,-0.0138262,-0.0158094,0.025844,0.00555664,0.0144346,0.0180922,0.00641069
NA19654,AMR,0.2,1000GP,-0.0116091,0.00206406,0.020886,-0.0392443,-0.00316836,-0.0165111,-0.0063603,0.0288682,0.0298078,0.0166891
NA19655,AMR,0.2,1000GP,-0.0123766,0.00716243,0.019169,-0.0183831,-0.0195368,-0.00599861,-0.000455828,0.00180849,-0.00826358,0.0181594
NA19657,AMR,0.2,1000GP,-0.0125547,-0.00846598,0.0160187,-0.0374446,0.0209896,-0.0158094,0.0268382,-0.0107274,0.0179232,0.0398484
NA19658,AMR,0.2,1000GP,-0.0121204,0.00505872,0.0113852,-0.0353864,-0.00969374,0.0194095,0.00349719,-0.0208857,0.0219443,-0.00267814
NA19661,AMR,0.2,1000GP,-0.0128421,0.00217419,0.0238613,-0.0340992,-0.0188987,0.0112191,-0.00370091,0.0037719,0.0239456,-0.00420847
NA19663,AMR,0.2,1000GP,-0.00778155,-0.00728908,0.0231886,-0.0347707,0.011932,-0.0354132,0.0209032,-0.0110917,0.00196094,-0.00426703
NA19664,AMR,0.2,1000GP,-0.0169561,0.0062357,0.019062,-0.038143,-0.00341911,-0.0397239,0.0204521,0.0232213,-0.0265389,-0.000274634
NA19669,AMR,0.2,1000GP,-0.0144553,0.0165784,0.00709938,-0.000785238,0.0224272,0.012227,-0.0174191,0.018258,0.00336482,-0.0131701
NA19670,AMR,0.2,1000GP,-0.00943435,0.00720271,0.0283337,-0.0360364,0.0123617,0.0333429,-0.0242635,-0.00778358,0.000665165,-0.0118126
NA19676,AMR,0.2,1000GP,-0.0124735,0.0214477,0.0156123,-0.0211126,-0.0114858,0.00453701,0.00454293,-0.00368267,0.0504926,0.0289145
NA19678,AMR,0.2,1000GP,-0.0158573,0.012418,0.00973779,-0.00344786,-0.00572646,0.00342418,-0.0353265,0.0386607,0.02098,0.0278345
NA19679,AMR,0.2,1000GP,-0.00764935,0.0212862,0.00743689,0.0120182,0.0134383,0.042285,-0.0205647,-0.019661,-0.0201843,-0.0265891
NA19681,AMR,0.2,1000GP,-0.00878716,-0.00926212,0.0357398,-0.0355226,-0.0255855,0.0234325,0.0210918,-0.00625068,0.0309322,-0.000466183
NA19682,AMR,0.2,1000GP,-0.0132198,-0.00145783,0.0167002,-0.0359391,0.00559033,0.0193958,-0.0274519,0.0250514,0.0391844,0.00291468
NA19684,AMR,0.2,1000GP,-0.0128741,0.0049008,0.0425912,-0.0304314,0.00857495,-0.0108569,-0.00484971,0.0264817,0.0270755,0.0161078
NA19700,AFR,0.2,1000GP,0.0289186,0.00483555,0.00268636,0.0130222,-0.0269812,-0.0140406,-0.00448769,0.0183757,0.000580125,-0.0273373
NA19701,AFR,0.2,1000GP,0.0255861,0.00424384,0.00269505,-0.00166657,0.0193175,-0.00587158,0.00920843,-0.0163754,0.00728674,0.0174317
NA19703,AFR,0.2,1000GP,0.0296558,0.0116756,0.000718322,0.0121721,-0.0259931,1.22E-05,-0.0120171,0.0219175,-0.00688305,-0.0241959
NA19704,AFR,0.2,1000GP,0.0332605,0.0153689,-0.00303845,0.0103555,-0.0280664,0.00796945,0.00605633,0.011537,0.00734282,0.0185601
NA19707,AFR,0.2,1000GP,0.0235006,-0.00688086,-0.0014808,0.00981686,0.0152871,0.0111349,0.0257619,0.00165945,0.00720873,-0.0139528
NA19711,AFR,0.2,1000GP,0.0173843,0.0135317,-0.00148513,0.00871444,-0.0356875,0.0365438,-0.018789,0.0242371,0.0135973,0.0210812
NA19712,AFR,0.2,1000GP,0.0285667,0.0145413,-0.00612119,0.00297629,-0.0164102,0.0211312,-0.0026625,0.0207716,-0.0415827,0.0196347
NA19713,AFR,0.2,1000GP,0.0256991,0.0072522,0.016719,0.0171231,0.00451802,-0.0380644,0.0126944,0.0165341,0.0274085,0.0145694
NA19716,AMR,0.2,1000GP,-0.00977119,0.000853363,0.0326654,-0.0385294,0.0118665,0.0156324,0.0259592,0.0355104,0.00961982,-0.00501768
NA19717,AMR,0.2,1000GP,-0.0152696,0.00419774,0.0191995,-0.0275489,0.00678671,0.0101795,-0.0129467,-0.0107565,0.000285846,-0.016029
NA19719,AMR,0.2,1000GP,-0.00974252,0.0109362,0.0202784,-0.0215959,-0.000810519,-0.00337132,-0.0373501,0.00829892,0.032612,0.00458573
NA19720,AMR,0.2,1000GP,-0.0144234,0.00422934,0.0137532,-0.0601757,0.00826242,-0.0244022,-0.00664695,0.0328837,0.0334813,0.0032737
NA19722,AMR,0.2,1000GP,-0.010291,-0.00448608,0.0215252,-0.0395346,-0.00536291,0.0115798,0.00784335,0.0195633,0.00959715,-0.00923495
NA19723,AMR,0.2,1000GP,-0.0115649,-0.003192,0.0270854,-0.0281389,-0.0028355,-0.0120696,0.0192833,0.00997624,0.0262239,0.00861845
NA19725,AMR,0.2,1000GP,-0.0140954,0.00166631,0.0280553,-0.0090494,0.00395434,-0.00709743,-0.0126155,-0.0207838,0.0102367,-0.045407
NA19726,AMR,0.2,1000GP,-0.0190046,-0.00290337,0.0255334,-0.0561677,0.00104873,-0.015687,0.0165097,-0.0153894,0.00636691,-0.00073778
NA19728,AMR,0.2,1000GP,-0.0119306,-0.00893773,0.0332803,-0.0694878,-0.0296556,0.0036765,-0.00820975,-0.00540214,0.0324458,0.015005
NA19729,AMR,0.2,1000GP,-0.0155016,-0.0166358,0.0143994,-0.0593687,-0.0102878,-0.0169031,-0.00733179,-0.00934009,-0.015842,-0.0179691
NA19731,AMR,0.2,1000GP,-0.0181569,-0.018981,0.0454965,-0.0967024,0.00360268,-0.00198851,-0.0180379,0.00428861,-0.00806812,0.00978695
NA19732,AMR,0.2,1000GP,-0.0127984,-0.0163074,0.0351755,-0.0797215,-0.00932197,-0.0066698,-0.0322623,0.00781361,0.0201487,0.00946127
NA19734,AMR,0.2,1000GP,-0.0145327,-0.000675559,0.00909854,-0.0550427,0.0328575,-0.016589,0.0141806,-0.0117269,-0.0174905,-0.00733703
NA19735,AMR,0.2,1000GP,-0.0195971,-0.00959318,0.027365,-0.0656635,-0.00923811,0.000634139,0.00967546,-0.00391571,-0.00370903,-0.00128569
NA19740,AMR,0.2,1000GP,-0.013552,-0.0069288,0.0234181,-0.056285,-0.00680075,-0.00858694,-0.0176952,0.00730666,0.00985333,0.0120443
NA19741,AMR,0.2,1000GP,-0.0154333,-0.0106781,0.0214926,-0.0559071,0.00624323,-0.0378577,-0.00153551,0.000116999,0.00696731,-0.00783082
NA19746,AMR,0.2,1000GP,-0.011846,-0.00756464,0.0175481,-0.0459619,0.0214279,-0.00523376,-0.000169986,-0.0378985,0.0274387,-0.00402373
NA19747,AMR,0.2,1000GP,-0.0159907,-0.014904,0.0308526,-0.033632,0.00831498,-0.0128544,0.00799832,0.00901458,0.0202262,0.0275566
NA19749,AMR,0.2,1000GP,-0.0147156,-0.000509648,0.025771,-0.0241912,-0.0146855,-0.0171432,-0.0273151,-0.0136408,-0.00900105,-0.0137012
NA19750,AMR,0.2,1000GP,-0.00906045,0.0115663,0.0201469,-0.0174011,0.00102468,0.0144474,0.034177,0.000661785,0.0179105,-0.0336115
NA19752,AMR,0.2,1000GP,-0.0173182,0.0040058,0.00825876,-0.0379101,0.0221682,-0.0214843,0.013305,-0.000413277,-0.00504942,0.00281419
NA19755,AMR,0.2,1000GP,-0.0146232,-0.00519565,0.0252379,-0.0514519,0.00242601,0.0086015,0.00500582,0.0209669,0.000627721,-0.00602205
NA19756,AMR,0.2,1000GP,-0.0116818,0.00494497,0.0310388,-0.0159309,0.0254809,0.00714651,0.0125973,-0.00550825,0.00404481,0.0107464
NA19758,AMR,0.2,1000GP,-0.0180441,-0.00465773,0.034921,-0.0602191,0.00186102,-0.000575445,-0.00359991,-0.0323175,0.0207217,-0.00864572
NA19759,AMR,0.2,1000GP,-0.0121532,-0.0117097,0.0199994,-0.0503397,-0.00154852,-0.00340969,-0.0193523,-0.00730256,0.014784,-0.0261353
NA19761,AMR,0.2,1000GP,-0.0171586,0.00238075,0.0328827,-0.033996,0.0193984,0.00962224,0.0159592,-0.0132924,-0.00946461,0.00596997
NA19762,AMR,0.2,1000GP,-0.0130243,0.00197109,0.0121644,-0.0546313,0.011824,0.00126739,0.0163272,0.0194771,0.0515301,-0.00854725
NA19764,AMR,0.2,1000GP,-0.0113662,0.0157798,0.020918,-0.0329349,0.00385498,0.00474947,-0.0078972,-0.0256698,0.0186522,-0.036401
NA19770,AMR,0.2,1000GP,-0.0123822,0.00948637,0.0222722,-0.0404468,0.015792,0.0278682,-0.0122292,0.00210091,0.00624507,0.0165211
NA19771,AMR,0.2,1000GP,-0.0169442,0.00689599,0.0302875,-0.0291096,-0.00458096,0.0179885,0.0380647,-0.013804,-0.0044517,-0.0211583
NA19773,AMR,0.2,1000GP,-0.0141299,0.00565278,0.0301039,-0.0204738,-0.0131898,0.00587225,-0.013113,-0.0169182,0.00307811,-0.0143054
NA19774,AMR,0.2,1000GP,-0.0130892,0.00673659,0.0194316,-0.0199826,0.00658946,-0.00131903,-0.0356345,-0.0137058,0.0114087,-0.0178882
NA19776,AMR,0.2,1000GP,-0.0154247,0.00169851,0.0227679,-0.0301635,0.00571632,0.00553112,0.0151395,0.00420284,0.00749626,0.00946284
NA19777,AMR,0.2,1000GP,-0.00960269,8.84E-05,0.0264241,-0.0100519,0.00972109,0.0303689,-0.0218187,0.00874153,0.0124052,0.00421248
NA19779,AMR,0.2,1000GP,-0.0168666,0.00908122,0.0324431,-0.00616402,0.0307451,0.0395995,-0.00940337,-0.000115256,0.0266756,-0.0156934
NA19780,AMR,0.2,1000GP,-0.0136692,0.0126096,0.0124781,-0.0101362,0.0133284,0.0234724,0.0135683,0.0218679,0.0217235,0.0125208
NA19782,AMR,0.2,1000GP,-0.00562494,0.00722389,0.0263575,-0.0157416,0.0170752,0.0222395,-0.0117801,0.00784143,-0.0129892,0.0195201
NA19783,AMR,0.2,1000GP,-0.0147237,-0.00911861,0.0243558,-0.0576679,0.0103663,-0.00477737,-0.00980575,-0.0110208,0.0443455,0.0168572
NA19785,AMR,0.2,1000GP,-0.0126504,-0.00291162,0.0131507,-0.0412267,-0.00664233,-0.0109893,-0.0201373,-0.00356507,0.0227218,0.0291673
NA19786,AMR,0.2,1000GP,-0.0161534,-0.000668969,0.0133973,-0.0362787,-0.0188712,0.00747322,-0.0156749,0.0188833,0.00783094,0.0116456
NA19788,AMR,0.2,1000GP,-0.0120986,0.000281233,0.0433705,-0.0481487,0.0013433,-0.0110875,-0.0210515,0.0140209,-0.0209602,-0.0174911
NA19789,AMR,0.2,1000GP,-0.0101228,-0.0009144,0.0256541,-0.0373451,-0.0206397,0.0032426,-0.0174117,0.0240409,-0.0244797,0.0122615
NA19792,AMR,0.2,1000GP,-0.0115488,0.00586363,0.0138981,-0.0274069,-0.00109258,0.0317291,0.0323002,-0.000224947,0.000282798,-0.0151215
NA19794,AMR,0.2,1000GP,-0.015427,0.00634218,0.029178,-0.0288585,0.00358287,-0.0481955,0.0229885,-0.0159162,-0.00836355,0.0122543
NA19795,AMR,0.2,1000GP,-0.0148767,0.0120415,0.0200898,-0.0372491,-0.0122316,0.0148751,-0.0130693,0.00561136,0.0421074,0.049411
NA19818,AFR,0.2,1000GP,0.0210475,0.00643465,0.00871466,-0.0126704,0.0159763,0.0091933,0.0111978,0.00287499,-0.0156894,-0.0127805
NA19819,AFR,0.2,1000GP,0.0269589,0.00148198,0.00946423,0.00366519,-0.00588619,-0.00286419,0.0338402,0.0373708,-0.0479084,0.0356619
NA19834,AFR,0.2,1000GP,0.015818,0.00970678,0.00373636,0.0013696,0.0146508,0.0167899,0.00254076,-0.0089315,0.00750675,0.00271641
NA19835,AFR,0.2,1000GP,0.0248707,0.013268,0.00321691,0.00836558,0.00462338,-0.0069214,-0.00385243,0.0181663,-0.0167887,-0.00328541
NA19900,AFR,0.2,1000GP,0.026105,-0.00353297,0.00691628,-0.00410965,-0.00331155,0.0126858,0.00305606,0.0411154,-0.0145233,0.00873401
NA19901,AFR,0.2,1000GP,0.0253969,0.0147671,-0.00590774,-0.00508443,-0.00447309,-0.0195283,0.0151913,0.00589442,0.0121409,0.0284564
NA19904,AFR,0.2,1000GP,0.0253394,0.0108015,0.00764588,0.0125967,-0.0233055,0.00306613,-0.00261284,0.0254733,-0.00437971,0.0106872
NA19908,AFR,0.2,1000GP,0.0303027,0.00627135,-0.00671894,0.00985261,-0.00199111,0.0282588,-0.0210391,-0.0506784,0.0167271,0.0133471
NA19909,AFR,0.2,1000GP,0.0321698,0.00109428,-2.27E-05,-0.00577066,-0.0155566,-0.000271304,0.0363308,0.0106696,-0.0162898,-0.00204861
NA19913,AFR,0.2,1000GP,0.0261742,0.00679807,0.00967678,0.011461,-0.00943352,-0.00622372,0.00703898,0.000507196,-0.0214619,0.0267606
NA19914,AFR,0.2,1000GP,0.023096,-0.00120252,-0.000811963,0.00420913,0.00663664,-0.00332107,-0.0222437,0.0224838,-0.0095933,-0.00757549
NA19916,AFR,0.2,1000GP,0.0292855,0.00891482,0.00555407,-0.0190644,-0.0352136,-0.00332623,-0.0257752,-0.000192372,0.0170755,-0.0268189
NA19917,AFR,0.2,1000GP,0.0326986,-0.000427173,0.0176295,-0.00219846,0.010444,-0.0302149,-0.0130195,-0.0238767,-0.0187319,0.0343297
NA19920,AFR,0.2,1000GP,0.0346883,0.00258638,-0.00763565,0.0190413,-0.0041158,0.0162409,-0.00632744,0.0145189,0.00575993,0.00428607
NA19921,AFR,0.2,1000GP,0.00981839,0.00475505,0.0245458,0.00310006,0.03351,0.0341246,-0.00632654,-0.00285846,0.0257882,-0.00517723
NA19922,AFR,0.2,1000GP,0.01205,0.00919543,0.0083065,0.00438045,0.0269762,-0.0141053,-0.00783708,0.00135945,0.0130184,0.0037783
NA19923,AFR,0.2,1000GP,0.0177356,0.0121495,0.00653695,-0.00575124,0.000120758,-0.0188539,-0.0262214,-0.0177579,-0.0110572,0.0159616
NA19982,AFR,0.2,1000GP,0.0332506,0.0141111,0.000812014,-0.00669457,-0.00770689,0.0237737,0.00869869,-0.00091744,0.00402068,0.0178841
NA19984,AFR,0.2,1000GP,0.0373263,0.00194021,0.000774048,-0.000539603,-0.00168908,-0.02241,0.014888,-0.0223166,-0.00831565,-0.00827539
NA20126,AFR,0.2,1000GP,0.02418,0.0112528,0.0164178,0.0162431,0.0153459,-0.0145318,0.00804263,0.016696,0.0199881,-0.00162216
NA20127,AFR,0.2,1000GP,0.0346038,0.00467247,-0.000105815,-0.0114184,-0.0239643,0.0396067,-0.00834106,-0.00944291,0.00496221,0.00786561
NA20274,AFR,0.2,1000GP,-0.00997828,-0.00416412,0.0123235,-0.030767,-0.0102486,0.00959275,0.00867692,0.00344903,0.0261332,0.00829188
NA20276,AFR,0.2,1000GP,0.0300864,-0.0035535,-0.000603321,0.00637944,0.00355197,-0.00361825,-0.00727695,-0.0216308,0.00593184,-0.0113611
NA20278,AFR,0.2,1000GP,0.0129138,0.00907426,-0.00449138,0.0147329,0.0092202,-0.00676399,-0.000844108,0.00910182,-0.0020633,0.0111727
NA20281,AFR,0.2,1000GP,0.026834,0.00699765,0.0018798,-0.00143091,-0.0161247,-0.00573087,-0.0204382,0.0190098,0.0024884,-0.0107413
NA20282,AFR,0.2,1000GP,0.0238874,0.00999454,0.00803966,-0.000234811,-0.0120453,-0.0278372,-0.0358578,0.0237118,0.0107332,-0.0111868
NA20287,AFR,0.2,1000GP,0.0252375,0.00617042,0.00649528,-0.00763262,0.00504328,-0.00448674,-0.00433289,-0.00853396,0.0150022,-0.0148783
NA20289,AFR,0.2,1000GP,0.0223645,0.0111347,-0.0021884,-0.00100978,-0.0321917,0.00678412,0.0180714,-0.0343802,0.00824015,0.0468496
NA20291,AFR,0.2,1000GP,0.0338514,0.00340191,-0.00548943,0.00150165,-0.00549536,0.03272,-0.0311312,0.0135149,0.0332112,0.00933207
NA20294,AFR,0.2,1000GP,0.0249725,0.00528728,0.00245774,-0.0019773,-0.00772819,-0.0123241,0.000134663,0.000804647,-0.0421513,0.00748165
NA20296,AFR,0.2,1000GP,0.0300441,-0.000452453,0.00501164,0.00559424,0.0152853,-0.0337111,0.0169825,-0.0385765,-0.0107583,0.00148946
NA20298,AFR,0.2,1000GP,0.0269715,0.00757689,0.00789932,-0.00158754,0.0254461,-0.014395,-0.024721,0.00267121,0.0154062,0.0426183
NA20299,AFR,0.2,1000GP,0.00431252,0.000506058,0.0155404,-0.0512817,0.0041799,0.0121527,0.00477052,-0.00706901,-0.0220092,-0.0247326
